0,1,departure,destination,distance,weighted_distance,log
"('29152', '29154')",1,29152,29154,3304.43758221,3304.43758221,inf
"('11211', '93635')",1,11211,93635,5211481.91002,5211481.91002,inf
"('39702', '39705')",2,39702,39705,10727.9197021,5363.95985106,15478.1165533
"('90057', '95758')",1,90057,95758,427016.652763,427016.652763,inf
"('64145', '97346')",1,64145,97346,3087812.80928,3087812.80928,inf
"('11219', '91744')",1,11219,91744,4878015.87511,4878015.87511,inf
"('48133', '85043')",1,48133,85043,3186482.96373,3186482.96373,inf
"('26508', '26525')",1,26508,26525,29993.7999758,29993.7999758,inf
"('46140', '85258')",1,46140,85258,2902479.11111,2902479.11111,inf
"('92020', '93033')",1,92020,93033,250178.731411,250178.731411,inf
"('33326', '33330')",1,33326,33330,5822.01489265,5822.01489265,inf
"('62450', '62858')",1,62450,62858,44898.0166269,44898.0166269,inf
"('91745', '91767')",1,91745,91767,26400.0963378,26400.0963378,inf
"('33437', '33483')",1,33437,33483,9746.90363546,9746.90363546,inf
"('67701', '92868')",1,67701,92868,1879180.36823,1879180.36823,inf
"('24012', '90059')",1,24012,90059,4262486.70674,4262486.70674,inf
"('32114', '90058')",1,32114,90058,4130339.97953,4130339.97953,inf
"('43085', '91731')",1,43085,91731,3891659.88932,3891659.88932,inf
"('75601', '77373')",1,75601,77373,77176.9984604,77176.9984604,inf
"('68154', '91706')",1,68154,91706,2436707.1225,2436707.1225,inf
"('77554', '85258')",1,77554,85258,1889090.63421,1889090.63421,inf
"('77002', '77092')",11,77002,77092,12117.6244862,1101.60222602,5054.44191785
"('61265', '91730')",1,61265,91730,3012222.77296,3012222.77296,inf
"('60616', '70591')",1,60616,70591,576251.14979,576251.14979,inf
"('17402', '78217')",1,17402,78217,2409625.52762,2409625.52762,inf
"('85281', '85282')",1,85281,85282,1394.93434712,1394.93434712,inf
"('46011', '46012')",1,46011,46012,15682.0638769,15682.0638769,inf
"('33762', '34654')",1,33762,34654,8009.37758791,8009.37758791,inf
"('94089', '97208')",1,94089,97208,488169.789908,488169.789908,inf
"('11791', '44090')",1,11791,44090,969955.036747,969955.036747,inf
"('11788', '45241')",1,11788,45241,1243928.07569,1243928.07569,inf
"('33525', '34207')",1,33525,34207,44433.2982212,44433.2982212,inf
"('50312', '90058')",1,50312,90058,2732754.56332,2732754.56332,inf
"('91011', '91020')",1,91011,91020,2874.74968272,2874.74968272,inf
"('21117', '80621')",1,21117,80621,3115994.59484,3115994.59484,inf
"('64759', '76051')",1,64759,76051,316747.522976,316747.522976,inf
"('29639', '91706')",1,29639,91706,3951804.92708,3951804.92708,inf
"('15401', '93033')",1,15401,93033,4374706.84181,4374706.84181,inf
"('61264', '62002')",1,61264,62002,52340.3090284,52340.3090284,inf
"('62960', '85258')",1,62960,85258,2577941.34855,2577941.34855,inf
"('40213', '56751')",1,40213,56751,1108794.51938,1108794.51938,inf
"('34654', '75165')",1,34654,75165,1573154.16778,1573154.16778,inf
"('78550', '91010')",1,78550,91010,2267002.25473,2267002.25473,inf
"('92627', '93311')",1,92627,93311,161994.96069,161994.96069,inf
"('16001', '91010')",1,16001,91010,4220884.98002,4220884.98002,inf
"('70726', '84405')",1,70726,84405,2345744.74486,2345744.74486,inf
"('38344', '92069')",1,38344,92069,3194935.18932,3194935.18932,inf
"('43085', '65035')",1,43085,65035,993288.740407,993288.740407,inf
"('30052', '30354')",1,30052,30354,54883.9150107,54883.9150107,inf
"('11222', '20785')",1,11222,20785,330155.866149,330155.866149,inf
"('11572', '90001')",1,11572,90001,4952563.89824,4952563.89824,inf
"('11596', '94010')",1,11596,94010,5415822.65814,5415822.65814,inf
"('27409', '91746')",1,27409,91746,4229923.29123,4229923.29123,inf
"('97470', '97471')",2,97470,97471,27350.8258097,13675.4129049,39459.9007599
"('11704', '77074')",1,11704,77074,2455200.60463,2455200.60463,inf
"('30066', '44624')",1,30066,44624,327658.86769,327658.86769,inf
"('90048', '91307')",1,90048,91307,33192.101376,33192.101376,inf
"('76015', '85258')",1,76015,85258,1641657.78458,1641657.78458,inf
"('20785', '43085')",3,20785,43085,682137.253876,227379.084625,620909.086422
"('91744', '93550')",1,91744,93550,28658.0841083,28658.0841083,inf
"('67108', '73012')",1,67108,73012,33558.648847,33558.648847,inf
"('77701', '77705')",1,77701,77705,6349.22421801,6349.22421801,inf
"('55442', '55447')",1,55442,55447,7051.38525134,7051.38525134,inf
"('91601', '91602')",2,91601,91602,1084.47421627,542.237108136,1565.56557379
"('53203', '53562')",1,53203,53562,180903.308569,180903.308569,inf
"('80238', '80239')",1,80238,80239,4904.89459604,4904.89459604,inf
"('55443', '91744')",1,55443,91744,2742993.0242,2742993.0242,inf
"('30101', '30102')",1,30101,30102,8486.01375178,8486.01375178,inf
"('73501', '95376')",1,73501,95376,2575194.26466,2575194.26466,inf
"('75165', '75167')",1,75165,75167,14520.5055748,14520.5055748,inf
"('21221', '91601')",1,21221,91601,4659021.50615,4659021.50615,inf
"('77479', '85258')",1,77479,85258,1810040.63597,1810040.63597,inf
"('50317', '50327')",2,50317,50327,6542.48023652,3271.24011826,9439.80379234
"('97208', '98664')",1,97208,98664,12561.9946645,12561.9946645,inf
"('85258', '93454')",1,85258,93454,932299.336817,932299.336817,inf
"('84119', '93311')",1,84119,93311,845397.214785,845397.214785,inf
"('11220', '93550')",1,11220,93550,4897417.91014,4897417.91014,inf
"('85281', '92139')",1,85281,92139,569781.631686,569781.631686,inf
"('98105', '99163')",1,98105,99163,565733.465959,565733.465959,inf
"('25311', '65201')",1,25311,65201,1187707.8137,1187707.8137,inf
"('11691', '33605')",1,11691,33605,1000936.52721,1000936.52721,inf
"('27534', '97338')",1,27534,97338,5039586.79445,5039586.79445,inf
"('60446', '60607')",1,60446,60607,50637.6065514,50637.6065514,inf
"('46237', '46239')",1,46237,46239,8135.0136867,8135.0136867,inf
"('70578', '92805')",1,70578,92805,2852062.84568,2852062.84568,inf
"('86426', '86442')",1,86426,86442,3898.28844985,3898.28844985,inf
"('85027', '97701')",1,85027,97701,1135675.63266,1135675.63266,inf
"('80127', '85043')",1,80127,85043,810581.533829,810581.533829,inf
"('33040', '80501')",1,33040,80501,2559258.52445,2559258.52445,inf
"('14043', '80210')",1,14043,80210,2918702.29258,2918702.29258,inf
"('19973', '92802')",1,19973,92802,4700495.70703,4700495.70703,inf
"('21015', '92064')",1,21015,92064,4521699.692,4521699.692,inf
"('23603', '23608')",1,23603,23608,2639.14712172,2639.14712172,inf
"('33411', '90703')",1,33411,90703,4205187.30041,4205187.30041,inf
"('90004', '90058')",1,90004,90058,11176.7050707,11176.7050707,inf
"('76179', '77662')",1,76179,77662,380907.698372,380907.698372,inf
"('64840', '90058')",1,64840,90058,2656150.26449,2656150.26449,inf
"('32226', '32703')",1,32226,32703,30096.4624104,30096.4624104,inf
"('11356', '75006')",1,11356,75006,2558790.47386,2558790.47386,inf
"('34652', '40511')",1,34652,40511,226919.023429,226919.023429,inf
"('84770', '91731')",1,84770,91731,515324.198146,515324.198146,inf
"('12027', '43081')",1,12027,43081,1000544.87207,1000544.87207,inf
"('53094', '53703')",1,53094,53703,72868.3426775,72868.3426775,inf
"('14534', '97301')",1,14534,97301,5056862.5458,5056862.5458,inf
"('62704', '72745')",1,62704,72745,491282.860816,491282.860816,inf
"('85053', '85258')",1,85053,85258,26354.0842172,26354.0842172,inf
"('91016', '98052')",1,91016,98052,879346.242974,879346.242974,inf
"('32708', '91710')",1,32708,91710,4045489.54613,4045489.54613,inf
"('67037', '93012')",1,67037,93012,2423116.44976,2423116.44976,inf
"('43231', '47201')",1,43231,47201,340174.624423,340174.624423,inf
"('98003', '98023')",1,98003,98023,5112.79635331,5112.79635331,inf
"('48092', '48093')",2,48092,48093,4720.88213258,2360.44106629,6811.7932413
"('82001', '95110')",1,82001,95110,1893712.39615,1893712.39615,inf
"('11747', '66062')",1,11747,66062,2376137.99301,2376137.99301,inf
"('49507', '49519')",1,49507,49519,7021.58665377,7021.58665377,inf
"('63123', '63127')",1,63123,63127,9927.26501026,9927.26501026,inf
"('11735', '48146')",1,11735,48146,1084422.86714,1084422.86714,inf
"('12464', '48309')",1,12464,48309,980740.989492,980740.989492,inf
"('30354', '60050')",1,30354,60050,437678.277309,437678.277309,inf
"('53027', '53086')",1,53027,53086,11260.4878833,11260.4878833,inf
"('78633', '96821')",1,78633,96821,6683001.11199,6683001.11199,inf
"('12051', '41042')",1,12051,41042,1203346.35145,1203346.35145,inf
"('68973', '85258')",1,68973,85258,1493388.60718,1493388.60718,inf
"('11421', '98406')",1,11421,98406,5401741.45017,5401741.45017,inf
"('62243', '93514')",1,62243,93514,3169165.89021,3169165.89021,inf
"('76051', '79424')",1,76051,79424,542277.276091,542277.276091,inf
"('75701', '75707')",1,75701,75707,13817.1629581,13817.1629581,inf
"('22031', '22032')",1,22031,22032,3480.42983282,3480.42983282,inf
"('95119', '95123')",1,95119,95123,5220.93932469,5220.93932469,inf
"('46526', '49512')",1,46526,49512,40347.2756115,40347.2756115,inf
"('60068', '61264')",1,60068,61264,306053.319432,306053.319432,inf
"('92114', '92129')",1,92114,92129,15318.8354811,15318.8354811,inf
"('98233', '98284')",1,98233,98284,23557.1052899,23557.1052899,inf
"('38242', '42071')",1,38242,42071,5244.28127049,5244.28127049,inf
"('12589', '33609')",1,12589,33609,972661.425477,972661.425477,inf
"('89106', '94545')",1,89106,94545,777983.703057,777983.703057,inf
"('72019', '85258')",2,72019,85258,2136182.54716,1068091.27358,3081860.96722
"('60616', '97203')",1,60616,97203,3903950.36644,3903950.36644,inf
"('97015', '97230')",1,97015,97230,9306.03505059,9306.03505059,inf
"('31546', '90058')",1,31546,90058,4051156.3958,4051156.3958,inf
"('77090', '92620')",1,77090,92620,2482323.5385,2482323.5385,inf
"('33073', '49004')",1,33073,49004,632489.573987,632489.573987,inf
"('21157', '85282')",1,21157,85282,3880794.14749,3880794.14749,inf
"('11953', '94010')",1,11953,94010,5492440.3895,5492440.3895,inf
"('14220', '93033')",1,14220,93033,4471091.11573,4471091.11573,inf
"('84119', '91303')",1,84119,91303,800728.1054,800728.1054,inf
"('17301', '60045')",1,17301,60045,1210682.67514,1210682.67514,inf
"('44139', '55434')",1,44139,55434,1312216.20451,1312216.20451,inf
"('60097', '72034')",1,60097,72034,456786.161132,456786.161132,inf
"('19343', '94954')",1,19343,94954,5203586.62808,5203586.62808,inf
"('66502', '66503')",2,66502,66503,19396.7824909,9698.39124547,27984.6419089
"('92833', '98019')",1,92833,98019,879253.686346,879253.686346,inf
"('69361', '85258')",1,69361,85258,960341.459828,960341.459828,inf
"('84004', '84119')",1,84004,84119,23087.8568274,23087.8568274,inf
"('33020', '95245')",1,33020,95245,4480875.91778,4480875.91778,inf
"('46705', '65201')",1,46705,65201,798062.254452,798062.254452,inf
"('28658', '94010')",1,28658,94010,4572990.68276,4572990.68276,inf
"('12561', '40504')",1,12561,40504,1163683.7698,1163683.7698,inf
"('60607', '60630')",14,60607,60630,11680.4788857,834.319920409,4427.00422304
"('29566', '29582')",1,29566,29582,1043.25473701,1043.25473701,inf
"('14043', '21237')",1,14043,21237,259703.205132,259703.205132,inf
"('38018', '92025')",1,38018,92025,3037873.48974,3037873.48974,inf
"('34212', '77423')",1,34212,77423,1508477.33272,1508477.33272,inf
"('45011', '45014')",1,45011,45014,6184.72648019,6184.72648019,inf
"('92647', '92649')",4,92647,92649,4769.97562172,1192.49390543,3441.81008731
"('22315', '91010')",1,22315,91010,4534169.79287,4534169.79287,inf
"('46158', '76051')",1,46158,76051,1187755.70555,1187755.70555,inf
"('29707', '60131')",1,29707,60131,783048.023272,783048.023272,inf
"('53051', '53185')",1,53051,53185,8210.84276453,8210.84276453,inf
"('34232', '34235')",1,34232,34235,838.855320425,838.855320425,inf
"('11219', '11222')",1,11219,11222,6188.14266376,6188.14266376,inf
"('76082', '95670')",1,76082,95670,2623638.15704,2623638.15704,inf
"('98027', '98075')",2,98027,98075,6940.99394107,3470.49697054,10014.7375376
"('27408', '76051')",1,27408,76051,1918264.36375,1918264.36375,inf
"('78230', '78257')",1,78230,78257,3476.2722165,3476.2722165,inf
"('63119', '65582')",1,63119,65582,175143.425294,175143.425294,inf
"('96725', '96740')",1,96725,96740,13273.8712913,13273.8712913,inf
"('80125', '80126')",1,80125,80126,10547.2676797,10547.2676797,inf
"('51601', '68116')",1,51601,68116,91090.2145906,91090.2145906,inf
"('23116', '60007')",1,23116,60007,1186164.15075,1186164.15075,inf
"('32277', '90058')",1,32277,90058,4070753.5104,4070753.5104,inf
"('12721', '12790')",1,12721,12790,10567.6639121,10567.6639121,inf
"('75028', '84043')",1,75028,84043,1656964.48661,1656964.48661,inf
"('32773', '52401')",1,32773,52401,1153663.86934,1153663.86934,inf
"('30157', '30341')",1,30157,30341,64759.4927388,64759.4927388,inf
"('60515', '94025')",1,60515,94025,3797121.77627,3797121.77627,inf
"('33701', '33712')",1,33701,33712,3935.84723436,3935.84723436,inf
"('93063', '93065')",1,93063,93065,10127.0180699,10127.0180699,inf
"('84043', '99624')",1,84043,99624,4814539.57471,4814539.57471,inf
"('30458', '30461')",1,30458,30461,12297.314459,12297.314459,inf
"('35601', '35603')",1,35601,35603,4448.65521171,4448.65521171,inf
"('15051', '33166')",1,15051,33166,285511.19604,285511.19604,inf
"('30338', '30354')",1,30338,30354,8257.7889993,8257.7889993,inf
"('12401', '93610')",1,12401,93610,5140636.11844,5140636.11844,inf
"('77346', '77494')",1,77346,77494,72566.4317115,72566.4317115,inf
"('95121', '95125')",1,95121,95125,9085.96815646,9085.96815646,inf
"('37055', '98611')",1,37055,98611,3938493.53285,3938493.53285,inf
"('33013', '91730')",1,33013,91730,4140091.68088,4140091.68088,inf
"('84043', '84119')",13,84043,84119,14291.9389377,1099.37991829,5573.01603071
"('21029', '21043')",1,21029,21043,17596.3113215,17596.3113215,inf
"('46806', '91010')",1,46806,91010,3651476.28678,3651476.28678,inf
"('46725', '46802')",1,46725,46802,34545.5051605,34545.5051605,inf
"('21012', '29730')",1,21012,29730,510546.654741,510546.654741,inf
"('22401', '22408')",1,22401,22408,5147.98796481,5147.98796481,inf
"('19973', '21921')",1,19973,21921,38326.0944639,38326.0944639,inf
"('46037', '46038')",1,46037,46038,7785.01502249,7785.01502249,inf
"('80017', '85258')",1,80017,85258,818205.88366,818205.88366,inf
"('27205', '75040')",1,27205,75040,1864116.89326,1864116.89326,inf
"('16033', '43085')",1,16033,43085,329575.388182,329575.388182,inf
"('94112', '94124')",4,94112,94124,6709.95318869,1677.48829717,4841.20809496
"('78758', '90301')",1,78758,90301,2298605.5269,2298605.5269,inf
"('33957', '34957')",1,33957,34957,206633.042317,206633.042317,inf
"('33805', '33810')",1,33805,33810,13573.6025332,13573.6025332,inf
"('47454', '55369')",1,47454,55369,776352.764413,776352.764413,inf
"('98203', '98225')",1,98203,98225,56578.5116066,56578.5116066,inf
"('84104', '84109')",1,84104,84109,30853.0591101,30853.0591101,inf
"('38655', '95054')",1,38655,95054,3612792.19377,3612792.19377,inf
"('78577', '91746')",1,78577,91746,2213053.88733,2213053.88733,inf
"('30401', '30458')",1,30401,30458,58380.6315459,58380.6315459,inf
"('70114', '95136')",1,70114,95136,3538104.08797,3538104.08797,inf
"('11204', '32205')",1,11204,32205,890148.683657,890148.683657,inf
"('27262', '77429')",1,27262,77429,1735311.0117,1735311.0117,inf
"('60085', '93612')",2,60085,93612,3539734.12554,1769867.06277,5106757.86898
"('80905', '80906')",1,80905,80906,4821.09893595,4821.09893595,inf
"('68847', '69001')",1,68847,69001,181158.884054,181158.884054,inf
"('32615', '92126')",1,32615,92126,3852513.09494,3852513.09494,inf
"('53598', '54301')",1,53598,54301,146412.164144,146412.164144,inf
"('60090', '92647')",1,60090,92647,3343216.50077,3343216.50077,inf
"('27262', '85201')",1,27262,85201,3536213.02727,3536213.02727,inf
"('43085', '80501')",1,43085,80501,2456270.79905,2456270.79905,inf
"('40222', '84660')",1,40222,84660,2899316.15348,2899316.15348,inf
"('90068', '90069')",1,90068,90069,5949.44331956,5949.44331956,inf
"('19135', '43085')",1,19135,43085,885654.27811,885654.27811,inf
"('55125', '55129')",1,55125,55129,5064.14263252,5064.14263252,inf
"('46516', '46601')",4,46516,46601,34307.4487693,8576.86219231,24748.5931025
"('10040', '97222')",1,10040,97222,5409762.88787,5409762.88787,inf
"('10504', '15642')",1,10504,15642,669276.579115,669276.579115,inf
"('20158', '90301')",1,20158,90301,4521633.36588,4521633.36588,inf
"('49203', '91406')",1,49203,91406,3785905.36806,3785905.36806,inf
"('33634', '77090')",1,33634,77090,1433223.28057,1433223.28057,inf
"('21237', '91731')",1,21237,91731,4615479.82578,4615479.82578,inf
"('85258', '99672')",1,85258,99672,4660513.35585,4660513.35585,inf
"('85143', '98012')",1,85143,98012,1389964.72083,1389964.72083,inf
"('32828', '91745')",1,32828,91745,4089103.21567,4089103.21567,inf
"('15090', '33330')",1,15090,33330,276521.586482,276521.586482,inf
"('28425', '84043')",1,28425,84043,3773821.62639,3773821.62639,inf
"('39114', '60402')",1,39114,60402,226397.295893,226397.295893,inf
"('33313', '33870')",1,33313,33870,133511.594671,133511.594671,inf
"('33328', '97439')",1,33328,97439,4824510.302,4824510.302,inf
"('77707', '80226')",1,77707,80226,1223339.6026,1223339.6026,inf
"('49001', '49048')",2,49001,49048,8202.39462189,4101.19731094,11834.5540444
"('95304', '95377')",1,95304,95377,12306.8246819,12306.8246819,inf
"('76308', '76310')",1,76308,76310,3547.68868384,3547.68868384,inf
"('37066', '70118')",1,37066,70118,408013.299613,408013.299613,inf
"('21201', '21202')",1,21201,21202,1692.17036593,1692.17036593,inf
"('19123', '79109')",1,19123,79109,2970800.29659,2970800.29659,inf
"('26241', '90058')",1,26241,90058,4269835.48296,4269835.48296,inf
"('49506', '97530')",1,49506,97530,4163503.09386,4163503.09386,inf
"('54751', '62234')",1,54751,62234,216763.068318,216763.068318,inf
"('59047', '59801')",1,59047,59801,386798.817568,386798.817568,inf
"('32765', '33605')",1,32765,33605,137609.032377,137609.032377,inf
"('13029', '13041')",1,13029,13041,4642.44838637,4642.44838637,inf
"('80906', '80909')",1,80906,80909,11808.7706505,11808.7706505,inf
"('45014', '90301')",1,45014,90301,3756818.92392,3756818.92392,inf
"('91505', '91607')",1,91505,91607,5893.1130672,5893.1130672,inf
"('94547', '94572')",1,94547,94572,1709.70393531,1709.70393531,inf
"('31324', '33705')",1,31324,33705,166323.488956,166323.488956,inf
"('77801', '77830')",1,77801,77830,38875.3335621,38875.3335621,inf
"('20110', '48623')",1,20110,48623,743472.839156,743472.839156,inf
"('77868', '90058')",1,77868,90058,2466882.25886,2466882.25886,inf
"('10013', '85043')",1,10013,85043,4238093.08252,4238093.08252,inf
"('29646', '29649')",1,29646,29649,1609.2910337,1609.2910337,inf
"('33705', '70360')",1,33705,70360,907531.044716,907531.044716,inf
"('40505', '97103')",1,40505,97103,4359423.65528,4359423.65528,inf
"('97701', '97756')",2,97701,97756,9919.94457483,4959.97228742,14312.454844
"('45891', '93444')",1,45891,93444,3992567.01486,3992567.01486,inf
"('44130', '55104')",1,44130,55104,1264582.71735,1264582.71735,inf
"('30518', '30519')",3,30518,30519,9177.18337297,3059.06112432,8354.43229602
"('28031', '44052')",1,28031,44052,171205.158243,171205.158243,inf
"('83549', '83638')",1,83549,83638,28470.2127208,28470.2127208,inf
"('76103', '76105')",1,76103,76105,499.881484002,499.881484002,inf
"('10016', '12553')",1,10016,12553,24249.6241973,24249.6241973,inf
"('72908', '75670')",1,72908,75670,23467.2434337,23467.2434337,inf
"('33705', '61874')",1,33705,61874,629984.757056,629984.757056,inf
"('27406', '33605')",1,27406,33605,326412.204623,326412.204623,inf
"('79762', '79764')",1,79762,79764,20022.2867851,20022.2867851,inf
"('46902', '47960')",1,46902,47960,73034.4152562,73034.4152562,inf
"('19720', '91311')",1,19720,91311,4776336.95275,4776336.95275,inf
"('96002', '96049')",1,96002,96049,134904.916752,134904.916752,inf
"('11704', '48316')",1,11704,48316,1079259.70837,1079259.70837,inf
"('84043', '85027')",1,84043,85027,281073.501755,281073.501755,inf
"('19804', '20012')",1,19804,20012,158528.112612,158528.112612,inf
"('77072', '77083')",1,77072,77083,7200.32434492,7200.32434492,inf
"('10011', '96786')",1,10011,96786,9247086.1897,9247086.1897,inf
"('76107', '76109')",2,76107,76109,830.086112134,415.043056067,1198.56111749
"('61920', '85043')",1,61920,85043,2672362.68,2672362.68,inf
"('12066', '91744')",1,12066,91744,4832654.59385,4832654.59385,inf
"('94607', '94612')",1,94607,94612,3592.94079054,3592.94079054,inf
"('27377', '56537')",1,27377,56537,1825763.36401,1825763.36401,inf
"('84101', '84102')",1,84101,84102,3970.22590387,3970.22590387,inf
"('56425', '56449')",2,56425,56449,2122.84326289,1061.42163145,3063.61544796
"('11743', '63110')",1,11743,63110,1872882.60831,1872882.60831,inf
"('37641', '84651')",1,37641,84651,3228663.03717,3228663.03717,inf
"('85226', '97413')",1,85226,97413,1242365.32299,1242365.32299,inf
"('72150', '85258')",1,72150,85258,2168529.18226,2168529.18226,inf
"('11215', '28771')",1,11215,28771,1100671.33005,1100671.33005,inf
"('71730', '85258')",1,71730,85258,2142600.07107,2142600.07107,inf
"('90802', '91730')",1,90802,91730,72364.8868245,72364.8868245,inf
"('33183', '33309')",1,33183,33309,27340.0996286,27340.0996286,inf
"('85014', '95054')",1,85014,95054,1118407.48554,1118407.48554,inf
"('73034', '76051')",2,73034,76051,56071.5141734,28035.7570867,80895.0954331
"('84065', '84128')",1,84065,84128,14329.0594082,14329.0594082,inf
"('93705', '93722')",1,93705,93722,5213.53267819,5213.53267819,inf
"('28210', '28217')",1,28210,28217,5777.38724486,5777.38724486,inf
"('76051', '76234')",1,76051,76234,49466.4194109,49466.4194109,inf
"('87107', '87113')",1,87107,87113,5609.75456342,5609.75456342,inf
"('80918', '85258')",1,80918,85258,812217.304949,812217.304949,inf
"('29407', '30354')",1,29407,30354,488204.999953,488204.999953,inf
"('91746', '92507')",1,91746,92507,73514.114498,73514.114498,inf
"('47201', '85258')",1,47201,85258,2878436.06528,2878436.06528,inf
"('78405', '78415')",1,78405,78415,4863.06112849,4863.06112849,inf
"('39759', '93033')",1,39759,93033,3369484.2007,3369484.2007,inf
"('77301', '77302')",1,77301,77302,11119.5293101,11119.5293101,inf
"('16066', '91311')",1,16066,91311,4275446.90373,4275446.90373,inf
"('94010', '94118')",1,94010,94118,16502.1695921,16502.1695921,inf
"('19152', '60007')",1,19152,60007,1440161.85493,1440161.85493,inf
"('56352', '85258')",1,56352,85258,1915205.64873,1915205.64873,inf
"('97124', '97209')",1,97124,97209,29305.8533631,29305.8533631,inf
"('46601', '98032')",1,46601,98032,4001637.34418,4001637.34418,inf
"('52556', '87505')",1,52556,87505,1552205.44293,1552205.44293,inf
"('68022', '75214')",1,68022,75214,119612.374191,119612.374191,inf
"('32837', '44638')",1,32837,44638,209937.24075,209937.24075,inf
"('28411', '63045')",1,28411,63045,1408730.70054,1408730.70054,inf
"('19125', '48170')",1,19125,48170,936156.653128,936156.653128,inf
"('65807', '85043')",1,65807,85043,2099412.41014,2099412.41014,inf
"('91708', '91710')",1,91708,91710,5704.34362146,5704.34362146,inf
"('90065', '90650')",1,90065,90650,19192.9511,19192.9511,inf
"('98052', '98074')",1,98052,98074,9161.69304576,9161.69304576,inf
"('85258', '85534')",1,85258,85534,307873.871732,307873.871732,inf
"('31520', '31525')",1,31520,31525,4280.75689112,4280.75689112,inf
"('60302', '96706')",1,60302,96706,7794091.52445,7794091.52445,inf
"('46205', '46220')",5,46205,46220,2852.50189232,570.500378464,1773.35907659
"('91402', '91744')",1,91402,91744,57395.8721183,57395.8721183,inf
"('33705', '41017')",1,33705,41017,254168.486631,254168.486631,inf
"('46619', '53040')",1,46619,53040,204507.324647,204507.324647,inf
"('23226', '97526')",1,23226,97526,5090444.01466,5090444.01466,inf
"('15320', '37830')",1,15320,37830,481576.179906,481576.179906,inf
"('18969', '19454')",1,18969,19454,14240.3729568,14240.3729568,inf
"('49006', '49009')",3,49006,49009,7385.7277168,2461.90923893,6723.77908501
"('85043', '85258')",100,85043,85258,33935.5539857,339.355539857,7370.01191816
"('54235', '55107')",1,54235,55107,634519.976482,634519.976482,inf
"('75211', '76051')",1,75211,76051,18384.2516488,18384.2516488,inf
"('43085', '85718')",1,43085,85718,3097265.94073,3097265.94073,inf
"('11220', '91762')",1,11220,91762,4846669.85682,4846669.85682,inf
"('12549', '20646')",1,12549,20646,315789.039048,315789.039048,inf
"('40203', '40204')",1,40203,40204,4846.57871037,4846.57871037,inf
"('48041', '81212')",1,48041,81212,2510140.11949,2510140.11949,inf
"('84025', '84128')",1,84025,84128,19626.3142709,19626.3142709,inf
"('19454', '65203')",1,19454,65203,1907543.69038,1907543.69038,inf
"('40219', '40229')",2,40219,40229,4334.65259391,2167.32629695,6254.58180121
"('85364', '92647')",1,85364,92647,375953.715346,375953.715346,inf
"('68123', '90058')",1,68123,90058,2482933.97072,2482933.97072,inf
"('75462', '78735')",1,75462,78735,267967.637659,267967.637659,inf
"('47944', '47971')",1,47944,47971,10721.767339,10721.767339,inf
"('68137', '77339')",1,68137,77339,157634.499829,157634.499829,inf
"('46158', '85043')",1,46158,85043,2869420.25025,2869420.25025,inf
"('49047', '85043')",1,49047,85043,2895637.9072,2895637.9072,inf
"('22182', '94117')",1,22182,94117,5022692.06737,5022692.06737,inf
"('14541', '84042')",1,14541,84042,3877144.331,3877144.331,inf
"('30180', '78230')",1,30180,78230,1515663.77404,1515663.77404,inf
"('98502', '98512')",1,98502,98512,8236.28844526,8236.28844526,inf
"('83843', '85258')",1,83843,85258,821844.254797,821844.254797,inf
"('33705', '48143')",1,33705,48143,233729.509379,233729.509379,inf
"('50210', '63026')",1,50210,63026,360038.036949,360038.036949,inf
"('33705', '85715')",1,33705,85715,3132989.37634,3132989.37634,inf
"('12065', '12205')",1,12065,12205,6378.62092127,6378.62092127,inf
"('37205', '37209')",1,37205,37209,8698.21263125,8698.21263125,inf
"('44113', '44114')",1,44113,44114,2203.2202156,2203.2202156,inf
"('24088', '86301')",1,24088,86301,3596647.75293,3596647.75293,inf
"('73003', '73025')",1,73003,73025,8938.31230087,8938.31230087,inf
"('94111', '98020')",1,94111,98020,595231.19045,595231.19045,inf
"('94010', '94941')",1,94010,94941,29387.0375925,29387.0375925,inf
"('28638', '53151')",1,28638,53151,738282.651011,738282.651011,inf
"('19014', '60630')",1,19014,60630,1370521.73423,1370521.73423,inf
"('19126', '19141')",1,19126,19141,1037.64932766,1037.64932766,inf
"('91006', '91024')",1,91006,91024,3118.20029477,3118.20029477,inf
"('33810', '91745')",1,33810,91745,3992848.73628,3992848.73628,inf
"('36207', '84651')",1,36207,84651,2889309.04247,2889309.04247,inf
"('84084', '84088')",1,84084,84088,1222.53680365,1222.53680365,inf
"('61421', '84404')",1,61421,84404,2498517.71574,2498517.71574,inf
"('31820', '43212')",1,31820,43212,215970.853743,215970.853743,inf
"('27203', '92630')",1,27203,92630,4213609.36312,4213609.36312,inf
"('12603', '95691')",1,12603,95691,5305427.29926,5305427.29926,inf
"('53220', '76201')",1,53220,76201,1015431.28094,1015431.28094,inf
"('60130', '60304')",1,60130,60304,3103.88777883,3103.88777883,inf
"('27401', '27408')",1,27401,27408,5441.57314969,5441.57314969,inf
"('14220', '32819')",1,14220,32819,400153.995713,400153.995713,inf
"('93706', '93725')",1,93706,93725,19474.6359903,19474.6359903,inf
"('70345', '70360')",1,70345,70360,60754.9123289,60754.9123289,inf
"('33702', '91762')",1,33702,91762,3892977.33863,3892977.33863,inf
"('32811', '32827')",1,32811,32827,16599.1656292,16599.1656292,inf
"('30734', '32824')",1,30734,32824,384574.531809,384574.531809,inf
